,HenryHub,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2015,2.57,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2015,2.59,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2015,2.63,,,,,,,,,,,,,,,,,,,,,,,,
23-04-2015,2.59,,,,,,,,,,,,,,,,,,,,,,,,
24-04-2015,2.59,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2015,2.5,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2015,2.55,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2015,2.55,,,,,,,,,,,,,,,,,,,,,,,,
30-04-2015,2.56,,,,,,,,,,,,,,,,,,,,,,,,
01-05-2015,2.68,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2015,2.72,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2015,2.76,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2015,2.76,,,,,,,,,,,,,,,,,,,,,,,,
07-05-2015,2.74,,,,,,,,,,,,,,,,,,,,,,,,
08-05-2015,2.78,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2015,2.85,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2015,2.85,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2015,2.85,,,,,,,,,,,,,,,,,,,,,,,,
14-05-2015,2.87,,,,,,,,,,,,,,,,,,,,,,,,
15-05-2015,2.96,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2015,3.01,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2015,3.01,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2015,3.04,,,,,,,,,,,,,,,,,,,,,,,,
21-05-2015,2.96,,,,,,,,,,,,,,,,,,,,,,,,
22-05-2015,2.96,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2015,2.82,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2015,2.82,,,,,,,,,,,,,,,,,,,,,,,,
28-05-2015,2.78,,,,,,,,,,,,,,,,,,,,,,,,
29-05-2015,2.78,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2015,2.78,,,,,,,,,,,,,,,,,,,,,,,,
02-06-2015,2.63,,,,,,,,,,,,,,,,,,,,,,,,
03-06-2015,2.65,,,,,,,,,,,,,,,,,,,,,,,,
04-06-2015,2.6,,,,,,,,,,,,,,,,,,,,,,,,
05-06-2015,2.6,,,,,,,,,,,,,,,,,,,,,,,,
08-06-2015,2.6,,,,,,,,,,,,,,,,,,,,,,,,
09-06-2015,2.72,,,,,,,,,,,,,,,,,,,,,,,,
10-06-2015,2.81,,,,,,,,,,,,,,,,,,,,,,,,
11-06-2015,2.88,,,,,,,,,,,,,,,,,,,,,,,,
12-06-2015,2.88,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2015,2.89,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2015,2.94,,,,,,,,,,,,,,,,,,,,,,,,
17-06-2015,2.93,,,,,,,,,,,,,,,,,,,,,,,,
18-06-2015,2.93,,,,,,,,,,,,,,,,,,,,,,,,
19-06-2015,2.81,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2015,2.79,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2015,2.83,,,,,,,,,,,,,,,,,,,,,,,,
24-06-2015,2.83,,,,,,,,,,,,,,,,,,,,,,,,
25-06-2015,2.8,,,,,,,,,,,,,,,,,,,,,,,,
26-06-2015,2.77,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2015,2.77,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2015,2.8,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2015,2.78,,,,,,,,,,,,,,,,,,,,,,,,
02-07-2015,2.79,,,,,,,,,,,,,,,,,,,,,,,,
03-07-2015,2.79,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2015,2.79,,,,,,,,,,,,,,,,,,,,,,,,
07-07-2015,2.77,,,,,,,,,,,,,,,,,,,,,,,,
08-07-2015,2.77,,,,,,,,,,,,,,,,,,,,,,,,
09-07-2015,2.7,,,,,,,,,,,,,,,,,,,,,,,,
10-07-2015,2.7,,,,,,,,,,,,,,,,,,,,,,,,
13-07-2015,2.88,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2015,2.88,,,,,,,,,,,,,,,,,,,,,,,,
15-07-2015,2.93,,,,,,,,,,,,,,,,,,,,,,,,
16-07-2015,2.9,,,,,,,,,,,,,,,,,,,,,,,,
17-07-2015,2.88,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2015,2.88,,,,,,,,,,,,,,,,,,,,,,,,
21-07-2015,2.84,,,,,,,,,,,,,,,,,,,,,,,,
22-07-2015,2.84,,,,,,,,,,,,,,,,,,,,,,,,
23-07-2015,2.92,,,,,,,,,,,,,,,,,,,,,,,,
24-07-2015,2.92,,,,,,,,,,,,,,,,,,,,,,,,
27-07-2015,2.92,,,,,,,,,,,,,,,,,,,,,,,,
28-07-2015,2.89,,,,,,,,,,,,,,,,,,,,,,,,
29-07-2015,2.91,,,,,,,,,,,,,,,,,,,,,,,,
30-07-2015,2.87,,,,,,,,,,,,,,,,,,,,,,,,
31-07-2015,2.76,,,,,,,,,,,,,,,,,,,,,,,,
03-08-2015,2.76,,,,,,,,,,,,,,,,,,,,,,,,
04-08-2015,2.83,,,,,,,,,,,,,,,,,,,,,,,,
05-08-2015,2.85,,,,,,,,,,,,,,,,,,,,,,,,
06-08-2015,2.76,,,,,,,,,,,,,,,,,,,,,,,,
07-08-2015,2.76,,,,,,,,,,,,,,,,,,,,,,,,
10-08-2015,2.85,,,,,,,,,,,,,,,,,,,,,,,,
11-08-2015,2.84,,,,,,,,,,,,,,,,,,,,,,,,
12-08-2015,2.93,,,,,,,,,,,,,,,,,,,,,,,,
13-08-2015,2.93,,,,,,,,,,,,,,,,,,,,,,,,
14-08-2015,2.83,,,,,,,,,,,,,,,,,,,,,,,,
17-08-2015,2.79,,,,,,,,,,,,,,,,,,,,,,,,
18-08-2015,2.71,,,,,,,,,,,,,,,,,,,,,,,,
19-08-2015,2.77,,,,,,,,,,,,,,,,,,,,,,,,
20-08-2015,2.77,,,,,,,,,,,,,,,,,,,,,,,,
21-08-2015,2.7,,,,,,,,,,,,,,,,,,,,,,,,
24-08-2015,2.65,,,,,,,,,,,,,,,,,,,,,,,,
25-08-2015,2.71,,,,,,,,,,,,,,,,,,,,,,,,
26-08-2015,2.73,,,,,,,,,,,,,,,,,,,,,,,,
27-08-2015,2.69,,,,,,,,,,,,,,,,,,,,,,,,
28-08-2015,2.69,,,,,,,,,,,,,,,,,,,,,,,,
31-08-2015,2.7,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2015,2.7,,,,,,,,,,,,,,,,,,,,,,,,
02-09-2015,2.7,,,,,,,,,,,,,,,,,,,,,,,,
03-09-2015,2.67,,,,,,,,,,,,,,,,,,,,,,,,
04-09-2015,2.67,,,,,,,,,,,,,,,,,,,,,,,,
07-09-2015,2.67,,,,,,,,,,,,,,,,,,,,,,,,
08-09-2015,2.74,,,,,,,,,,,,,,,,,,,,,,,,
09-09-2015,2.74,,,,,,,,,,,,,,,,,,,,,,,,
10-09-2015,2.71,,,,,,,,,,,,,,,,,,,,,,,,
11-09-2015,2.67,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2015,2.7,,,,,,,,,,,,,,,,,,,,,,,,
15-09-2015,2.74,,,,,,,,,,,,,,,,,,,,,,,,
16-09-2015,2.69,,,,,,,,,,,,,,,,,,,,,,,,
17-09-2015,2.69,,,,,,,,,,,,,,,,,,,,,,,,
18-09-2015,2.69,,,,,,,,,,,,,,,,,,,,,,,,
21-09-2015,2.61,,,,,,,,,,,,,,,,,,,,,,,,
22-09-2015,2.61,,,,,,,,,,,,,,,,,,,,,,,,
23-09-2015,2.62,,,,,,,,,,,,,,,,,,,,,,,,
24-09-2015,2.62,,,,,,,,,,,,,,,,,,,,,,,,
25-09-2015,2.6,,,,,,,,,,,,,,,,,,,,,,,,
28-09-2015,2.66,,,,,,,,,,,,,,,,,,,,,,,,
29-09-2015,2.57,,,,,,,,,,,,,,,,,,,,,,,,
30-09-2015,2.47,,,,,,,,,,,,,,,,,,,,,,,,
01-10-2015,2.37,,,,,,,,,,,,,,,,,,,,,,,,
02-10-2015,2.37,,,,,,,,,,,,,,,,,,,,,,,,
05-10-2015,2.34,,,,,,,,,,,,,,,,,,,,,,,,
06-10-2015,2.35,,,,,,,,,,,,,,,,,,,,,,,,
07-10-2015,2.35,,,,,,,,,,,,,,,,,,,,,,,,
08-10-2015,2.35,,,,,,,,,,,,,,,,,,,,,,,,
09-10-2015,2.49,,,,,,,,,,,,,,,,,,,,,,,,
12-10-2015,2.48,,,,,,,,,,,,,,,,,,,,,,,,
13-10-2015,2.47,,,,,,,,,,,,,,,,,,,,,,,,
14-10-2015,2.47,,,,,,,,,,,,,,,,,,,,,,,,
15-10-2015,2.54,,,,,,,,,,,,,,,,,,,,,,,,
16-10-2015,2.42,,,,,,,,,,,,,,,,,,,,,,,,
19-10-2015,2.43,,,,,,,,,,,,,,,,,,,,,,,,
20-10-2015,2.46,,,,,,,,,,,,,,,,,,,,,,,,
21-10-2015,2.37,,,,,,,,,,,,,,,,,,,,,,,,
22-10-2015,2.37,,,,,,,,,,,,,,,,,,,,,,,,
23-10-2015,2.28,,,,,,,,,,,,,,,,,,,,,,,,
26-10-2015,2.18,,,,,,,,,,,,,,,,,,,,,,,,
27-10-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
28-10-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
29-10-2015,2.15,,,,,,,,,,,,,,,,,,,,,,,,
30-10-2015,1.98,,,,,,,,,,,,,,,,,,,,,,,,
02-11-2015,1.92,,,,,,,,,,,,,,,,,,,,,,,,
03-11-2015,1.92,,,,,,,,,,,,,,,,,,,,,,,,
04-11-2015,2.04,,,,,,,,,,,,,,,,,,,,,,,,
05-11-2015,2.04,,,,,,,,,,,,,,,,,,,,,,,,
06-11-2015,2.19,,,,,,,,,,,,,,,,,,,,,,,,
09-11-2015,2.19,,,,,,,,,,,,,,,,,,,,,,,,
10-11-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
11-11-2015,2.13,,,,,,,,,,,,,,,,,,,,,,,,
12-11-2015,2.05,,,,,,,,,,,,,,,,,,,,,,,,
13-11-2015,2.02,,,,,,,,,,,,,,,,,,,,,,,,
16-11-2015,2.02,,,,,,,,,,,,,,,,,,,,,,,,
17-11-2015,2.05,,,,,,,,,,,,,,,,,,,,,,,,
18-11-2015,2.1,,,,,,,,,,,,,,,,,,,,,,,,
19-11-2015,2.1,,,,,,,,,,,,,,,,,,,,,,,,
20-11-2015,2.18,,,,,,,,,,,,,,,,,,,,,,,,
23-11-2015,2.18,,,,,,,,,,,,,,,,,,,,,,,,
24-11-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
25-11-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
26-11-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
27-11-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
30-11-2015,2.11,,,,,,,,,,,,,,,,,,,,,,,,
01-12-2015,2.11,,,,,,,,,,,,,,,,,,,,,,,,
02-12-2015,2.19,,,,,,,,,,,,,,,,,,,,,,,,
03-12-2015,2.14,,,,,,,,,,,,,,,,,,,,,,,,
04-12-2015,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07-12-2015,2.06,,,,,,,,,,,,,,,,,,,,,,,,
08-12-2015,2.01,,,,,,,,,,,,,,,,,,,,,,,,
09-12-2015,2,,,,,,,,,,,,,,,,,,,,,,,,
10-12-2015,1.95,,,,,,,,,,,,,,,,,,,,,,,,
11-12-2015,1.79,,,,,,,,,,,,,,,,,,,,,,,,
14-12-2015,1.7,,,,,,,,,,,,,,,,,,,,,,,,
15-12-2015,1.66,,,,,,,,,,,,,,,,,,,,,,,,
16-12-2015,1.7,,,,,,,,,,,,,,,,,,,,,,,,
17-12-2015,1.79,,,,,,,,,,,,,,,,,,,,,,,,
18-12-2015,1.74,,,,,,,,,,,,,,,,,,,,,,,,
21-12-2015,1.76,,,,,,,,,,,,,,,,,,,,,,,,
22-12-2015,1.73,,,,,,,,,,,,,,,,,,,,,,,,
23-12-2015,1.63,,,,,,,,,,,,,,,,,,,,,,,,
24-12-2015,1.63,,,,,,,,,,,,,,,,,,,,,,,,
25-12-2015,1.63,,,,,,,,,,,,,,,,,,,,,,,,
28-12-2015,2.11,,,,,,,,,,,,,,,,,,,,,,,,
29-12-2015,2.39,,,,,,,,,,,,,,,,,,,,,,,,
30-12-2015,2.28,,,,,,,,,,,,,,,,,,,,,,,,
31-12-2015,2.28,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2016,2.28,,,,,,,,,,,,,,,,,,,,,,,,
04-01-2016,2.39,,,,,,,,,,,,,,,,,,,,,,,,
05-01-2016,2.33,,,,,,,,,,,,,,,,,,,,,,,,
06-01-2016,2.37,,,,,,,,,,,,,,,,,,,,,,,,
07-01-2016,2.35,,,,,,,,,,,,,,,,,,,,,,,,
08-01-2016,2.47,,,,,,,,,,,,,,,,,,,,,,,,
11-01-2016,2.54,,,,,,,,,,,,,,,,,,,,,,,,
12-01-2016,2.4,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2016,2.28,,,,,,,,,,,,,,,,,,,,,,,,
14-01-2016,2.21,,,,,,,,,,,,,,,,,,,,,,,,
15-01-2016,2.18,,,,,,,,,,,,,,,,,,,,,,,,
18-01-2016,2.18,,,,,,,,,,,,,,,,,,,,,,,,
19-01-2016,2.23,,,,,,,,,,,,,,,,,,,,,,,,
20-01-2016,2.18,,,,,,,,,,,,,,,,,,,,,,,,
21-01-2016,2.22,,,,,,,,,,,,,,,,,,,,,,,,
22-01-2016,2.21,,,,,,,,,,,,,,,,,,,,,,,,
25-01-2016,2.16,,,,,,,,,,,,,,,,,,,,,,,,
26-01-2016,2.26,,,,,,,,,,,,,,,,,,,,,,,,
27-01-2016,2.26,,,,,,,,,,,,,,,,,,,,,,,,
28-01-2016,2.15,,,,,,,,,,,,,,,,,,,,,,,,
29-01-2016,2.28,,,,,,,,,,,,,,,,,,,,,,,,
01-02-2016,2.28,,,,,,,,,,,,,,,,,,,,,,,,
02-02-2016,2.07,,,,,,,,,,,,,,,,,,,,,,,,
03-02-2016,2.06,,,,,,,,,,,,,,,,,,,,,,,,
04-02-2016,2.07,,,,,,,,,,,,,,,,,,,,,,,,
05-02-2016,2.08,,,,,,,,,,,,,,,,,,,,,,,,
08-02-2016,2.23,,,,,,,,,,,,,,,,,,,,,,,,
09-02-2016,2.17,,,,,,,,,,,,,,,,,,,,,,,,
10-02-2016,2.16,,,,,,,,,,,,,,,,,,,,,,,,
11-02-2016,2.15,,,,,,,,,,,,,,,,,,,,,,,,
12-02-2016,2.08,,,,,,,,,,,,,,,,,,,,,,,,
15-02-2016,2.08,,,,,,,,,,,,,,,,,,,,,,,,
16-02-2016,1.95,,,,,,,,,,,,,,,,,,,,,,,,
17-02-2016,1.93,,,,,,,,,,,,,,,,,,,,,,,,
18-02-2016,1.89,,,,,,,,,,,,,,,,,,,,,,,,
19-02-2016,1.83,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2016,1.86,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2016,1.85,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2016,1.85,,,,,,,,,,,,,,,,,,,,,,,,
25-02-2016,1.78,,,,,,,,,,,,,,,,,,,,,,,,
26-02-2016,1.78,,,,,,,,,,,,,,,,,,,,,,,,
29-02-2016,1.62,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2016,1.57,,,,,,,,,,,,,,,,,,,,,,,,
02-03-2016,1.6,,,,,,,,,,,,,,,,,,,,,,,,
03-03-2016,1.59,,,,,,,,,,,,,,,,,,,,,,,,
04-03-2016,1.49,,,,,,,,,,,,,,,,,,,,,,,,
07-03-2016,1.56,,,,,,,,,,,,,,,,,,,,,,,,
08-03-2016,1.6,,,,,,,,,,,,,,,,,,,,,,,,
09-03-2016,1.61,,,,,,,,,,,,,,,,,,,,,,,,
10-03-2016,1.72,,,,,,,,,,,,,,,,,,,,,,,,
11-03-2016,1.74,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2016,1.68,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2016,1.81,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2016,1.77,,,,,,,,,,,,,,,,,,,,,,,,
17-03-2016,1.84,,,,,,,,,,,,,,,,,,,,,,,,
18-03-2016,1.84,,,,,,,,,,,,,,,,,,,,,,,,
21-03-2016,1.79,,,,,,,,,,,,,,,,,,,,,,,,
22-03-2016,1.79,,,,,,,,,,,,,,,,,,,,,,,,
23-03-2016,1.79,,,,,,,,,,,,,,,,,,,,,,,,
24-03-2016,1.78,,,,,,,,,,,,,,,,,,,,,,,,
25-03-2016,1.78,,,,,,,,,,,,,,,,,,,,,,,,
28-03-2016,1.78,,,,,,,,,,,,,,,,,,,,,,,,
29-03-2016,1.77,,,,,,,,,,,,,,,,,,,,,,,,
30-03-2016,1.87,,,,,,,,,,,,,,,,,,,,,,,,
31-03-2016,1.98,,,,,,,,,,,,,,,,,,,,,,,,
01-04-2016,1.88,,,,,,,,,,,,,,,,,,,,,,,,
04-04-2016,1.96,,,,,,,,,,,,,,,,,,,,,,,,
05-04-2016,1.96,,,,,,,,,,,,,,,,,,,,,,,,
06-04-2016,1.91,,,,,,,,,,,,,,,,,,,,,,,,
07-04-2016,1.96,,,,,,,,,,,,,,,,,,,,,,,,
08-04-2016,1.99,,,,,,,,,,,,,,,,,,,,,,,,
11-04-2016,1.9,,,,,,,,,,,,,,,,,,,,,,,,
12-04-2016,1.97,,,,,,,,,,,,,,,,,,,,,,,,
13-04-2016,2.01,,,,,,,,,,,,,,,,,,,,,,,,
14-04-2016,1.93,,,,,,,,,,,,,,,,,,,,,,,,
15-04-2016,1.71,,,,,,,,,,,,,,,,,,,,,,,,
18-04-2016,1.76,,,,,,,,,,,,,,,,,,,,,,,,
19-04-2016,1.94,,,,,,,,,,,,,,,,,,,,,,,,
20-04-2016,1.94,,,,,,,,,,,,,,,,,,,,,,,,
21-04-2016,1.96,,,,,,,,,,,,,,,,,,,,,,,,
22-04-2016,1.92,,,,,,,,,,,,,,,,,,,,,,,,
25-04-2016,1.97,,,,,,,,,,,,,,,,,,,,,,,,
26-04-2016,1.97,,,,,,,,,,,,,,,,,,,,,,,,
27-04-2016,1.88,,,,,,,,,,,,,,,,,,,,,,,,
28-04-2016,1.88,,,,,,,,,,,,,,,,,,,,,,,,
29-04-2016,1.89,,,,,,,,,,,,,,,,,,,,,,,,
02-05-2016,1.91,,,,,,,,,,,,,,,,,,,,,,,,
03-05-2016,1.94,,,,,,,,,,,,,,,,,,,,,,,,
04-05-2016,2.03,,,,,,,,,,,,,,,,,,,,,,,,
05-05-2016,2.05,,,,,,,,,,,,,,,,,,,,,,,,
06-05-2016,1.86,,,,,,,,,,,,,,,,,,,,,,,,
09-05-2016,2.01,,,,,,,,,,,,,,,,,,,,,,,,
10-05-2016,2.01,,,,,,,,,,,,,,,,,,,,,,,,
11-05-2016,2.01,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2016,2.01,,,,,,,,,,,,,,,,,,,,,,,,
13-05-2016,1.96,,,,,,,,,,,,,,,,,,,,,,,,
16-05-2016,1.91,,,,,,,,,,,,,,,,,,,,,,,,
17-05-2016,1.97,,,,,,,,,,,,,,,,,,,,,,,,
18-05-2016,1.91,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2016,1.83,,,,,,,,,,,,,,,,,,,,,,,,
20-05-2016,1.81,,,,,,,,,,,,,,,,,,,,,,,,
23-05-2016,1.96,,,,,,,,,,,,,,,,,,,,,,,,
24-05-2016,1.91,,,,,,,,,,,,,,,,,,,,,,,,
25-05-2016,1.77,,,,,,,,,,,,,,,,,,,,,,,,
26-05-2016,1.77,,,,,,,,,,,,,,,,,,,,,,,,
27-05-2016,1.77,,,,,,,,,,,,,,,,,,,,,,,,
30-05-2016,1.77,,,,,,,,,,,,,,,,,,,,,,,,
31-05-2016,2.12,,,,,,,,,,,,,,,,,,,,,,,,
01-06-2016,2.25,,,,,,,,,,,,,,,,,,,,,,,,
02-06-2016,2.3,,,,,,,,,,,,,,,,,,,,,,,,
03-06-2016,2.31,,,,,,,,,,,,,,,,,,,,,,,,
06-06-2016,2.32,,,,,,,,,,,,,,,,,,,,,,,,
07-06-2016,2.32,,,,,,,,,,,,,,,,,,,,,,,,
08-06-2016,2.36,,,,,,,,,,,,,,,,,,,,,,,,
09-06-2016,2.34,,,,,,,,,,,,,,,,,,,,,,,,
10-06-2016,2.46,,,,,,,,,,,,,,,,,,,,,,,,
13-06-2016,2.55,,,,,,,,,,,,,,,,,,,,,,,,
14-06-2016,2.55,,,,,,,,,,,,,,,,,,,,,,,,
15-06-2016,2.62,,,,,,,,,,,,,,,,,,,,,,,,
16-06-2016,2.62,,,,,,,,,,,,,,,,,,,,,,,,
17-06-2016,2.59,,,,,,,,,,,,,,,,,,,,,,,,
20-06-2016,2.74,,,,,,,,,,,,,,,,,,,,,,,,
21-06-2016,2.79,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2016,2.82,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2016,2.69,,,,,,,,,,,,,,,,,,,,,,,,
24-06-2016,2.71,,,,,,,,,,,,,,,,,,,,,,,,
27-06-2016,2.79,,,,,,,,,,,,,,,,,,,,,,,,
28-06-2016,2.89,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2016,2.94,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2016,2.94,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2016,2.89,,,,,,,,,,,,,,,,,,,,,,,,
04-07-2016,2.89,,,,,,,,,,,,,,,,,,,,,,,,
05-07-2016,2.82,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2016,2.82,,,,,,,,,,,,,,,,,,,,,,,,
07-07-2016,2.78,,,,,,,,,,,,,,,,,,,,,,,,
08-07-2016,2.8,,,,,,,,,,,,,,,,,,,,,,,,
11-07-2016,2.88,,,,,,,,,,,,,,,,,,,,,,,,
12-07-2016,2.88,,,,,,,,,,,,,,,,,,,,,,,,
13-07-2016,2.81,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2016,2.79,,,,,,,,,,,,,,,,,,,,,,,,
15-07-2016,2.7,,,,,,,,,,,,,,,,,,,,,,,,
18-07-2016,2.83,,,,,,,,,,,,,,,,,,,,,,,,
19-07-2016,2.83,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2016,2.76,,,,,,,,,,,,,,,,,,,,,,,,
