"Entity Type","Entity Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Publicly owned utility","Hercules Municipal Utility","2010","       0.008427","       4.099047","       3.544960","       4.265817","       0.065895","       4.064340","       0.000050","      16.048536"
"Publicly owned utility","Hercules Municipal Utility","2011","       0.010844","       3.966394","       3.457584","       4.189477","       0.061017","       4.158231","       0.000050","      15.843597"
"Publicly owned utility","Hercules Municipal Utility","2012","       0.000244","       3.986508","       3.906571","       4.199869","       0.058760","       3.883000","       0.000048","      16.035000"
"Publicly owned utility","Hercules Municipal Utility","2013","       0.000276","       3.553870","       3.469620","       4.353665","       0.061519","       3.881000","       0.000051","      15.320001"
"Publicly owned utility","Hercules Municipal Utility","2014","       0.000189","       2.590453","       2.709841","       3.243341","       0.048145","       2.918000","       0.000031","      11.510000"
"Publicly owned utility","Imperial Irrigation District","2010","     265.481005","    1117.164351","     180.444277","     185.861726","      66.048642","    1390.000000","      12.000000","    3217.000001"
"Publicly owned utility","Imperial Irrigation District","2011","     281.008529","    1121.268647","     185.129811","     190.104882","      68.488132","    1428.000000","      12.000000","    3286.000001"
"Publicly owned utility","Imperial Irrigation District","2012","     271.533775","    1143.200423","     186.675848","     190.759040","      68.830914","    1514.000000","      12.000000","    3387.000000"
"Publicly owned utility","Imperial Irrigation District","2013","     267.029946","    1128.417870","     183.238117","     191.837386","      66.476680","    1502.000000","      12.000000","    3350.999999"
"Publicly owned utility","Imperial Irrigation District","2014","     280.988836","    1175.790007","     183.705128","     145.601753","      68.914275","    1526.000000","      12.000000","    3392.999999"
"Publicly owned utility","Imperial Irrigation District","2015","     275.544056","    1174.708451","     182.105424","     113.025304","      72.616764","    1519.000000","      12.000000","    3348.999999"
"Publicly owned utility","Imperial Irrigation District","2016","     279.665386","    1176.046416","     179.507536","     123.583814","      73.196848","    1541.000000","      12.000000","    3385.000000"
"Publicly owned utility","Lassen Municipal Utility District","2010","       4.131576","      52.756178","       0.000000","       0.000000","       0.000000","      73.964000","       0.445246","     131.297000"
"Publicly owned utility","Lassen Municipal Utility District","2011","       4.235360","      50.591547","       0.000000","       0.000000","       0.000000","      73.619000","       0.434093","     128.880000"
"Publicly owned utility","Lassen Municipal Utility District","2012","       7.009893","      50.761074","       0.000000","       0.000000","       0.000000","      72.867000","       0.432032","     131.069999"
"Publicly owned utility","Lassen Municipal Utility District","2013","       7.056650","      50.878396","       0.000000","       0.000000","       0.000000","      73.956000","       0.435955","     132.327001"
"Publicly owned utility","Lassen Municipal Utility District","2014","       9.353283","      50.669497","       0.000000","       0.000000","       0.000000","      70.079000","       0.436220","     130.538000"
"Publicly owned utility","Lassen Municipal Utility District","2015","       8.834841","      48.576331","       0.000000","       0.000000","       0.000000","      67.884456","       0.427614","     125.723242"
"Publicly owned utility","Lassen Municipal Utility District","2016","      19.153198","      67.112203","       0.000000","       0.000000","       0.000000","      69.982334","       0.427773","     156.675508"
"Publicly owned utility","Lathrop Irrigation District","2015","       0.064646","       0.565720","       0.029809","       0.000000","       0.066840","       1.435428","       0.000000","       2.162443"
"Publicly owned utility","Lathrop Irrigation District","2016","       0.046072","       0.787360","       0.042118","       0.000000","       0.073604","       3.043253","       0.000000","       3.992407"
"Publicly owned utility","Lodi Electric Utility","2010","       5.095790","     144.931546","      11.243573","     106.671883","      15.237272","     150.812000","       0.029937","     434.022001"
"Publicly owned utility","Lodi Electric Utility","2011","       5.063467","     138.900731","      11.378093","     105.437723","      16.067245","     144.257000","       0.026741","     421.131000"
"Publicly owned utility","Lodi Electric Utility","2012","       5.355466","     148.326282","      11.518594","     100.706360","      17.617264","     152.614000","       0.016034","     436.154000"
"Publicly owned utility","Lodi Electric Utility","2013","       4.052210","     149.713725","      12.057604","     102.776607","      18.134800","     149.613000","       0.013054","     436.361000"
"Publicly owned utility","Lodi Electric Utility","2014","       4.277709","     155.212986","      11.321496","     102.764619","      19.230690","     152.064000","       0.013500","     444.885000"
"Publicly owned utility","Lodi Electric Utility","2015","       2.993518","     158.559591","      12.352743","      99.607485","      19.446679","     148.852659","       0.014623","     441.827298"
"Publicly owned utility","Lodi Electric Utility","2016","       2.930497","     155.614629","      11.845406","      91.546219","      15.957682","     147.328587","       0.013906","     425.236926"
"Publicly owned utility","Lompoc, City of, Electric Division","2010","       5.063916","      51.429031","       9.143291","       6.667587","       2.332404","      58.563000","       0.057771","     133.257000"
"Publicly owned utility","Lompoc, City of, Electric Division","2011","       3.672063","      49.380047","       9.225406","       6.111495","       3.383218","      57.487000","       0.057771","     129.317000"
"Publicly owned utility","Lompoc, City of, Electric Division","2012","       3.581000","      50.643527","       9.587553","       6.279622","       1.837527","      56.398000","       0.057771","     128.385000"
"Publicly owned utility","Lompoc, City of, Electric Division","2013","       3.617715","      56.179831","       7.994712","       6.738840","       0.519132","      55.028000","       0.057771","     130.136001"
"Publicly owned utility","Lompoc, City of, Electric Division","2014","       3.988225","      54.639453","       9.917203","      10.221050","       0.596297","      53.883000","       0.057771","     133.302999"
"Publicly owned utility","Lompoc, City of, Electric Division","2015","       3.861861","      49.920905","       8.979285","      10.026313","       0.539264","      57.050787","       0.057771","     130.436186"
"Publicly owned utility","Lompoc, City of, Electric Division","2016","       3.979407","      45.350765","       9.138019","      10.164796","       0.562723","      59.512299","       0.000000","     128.708009"
"Publicly owned utility","Los Angeles Department of Water and Power","2010","      37.374030","   10285.872175","    1892.231607","    2239.033375","     197.925396","    8040.031055","     245.477084","   22937.944722"
"Publicly owned utility","Los Angeles Department of Water and Power","2011","      52.365438","   10297.415099","    1902.907356","    2272.613418","     191.337270","    8218.369876","     217.398720","   23152.407177"
"Publicly owned utility","Los Angeles Department of Water and Power","2012","     147.123882","   10663.393307","    1705.744195","    2215.104797","     230.816659","    8453.179080","     185.530643","   23600.892563"
"Publicly owned utility","Los Angeles Department of Water and Power","2013","      96.332531","   10075.795675","    1403.405558","    2426.166897","     278.904008","    8226.693773","     138.010000","   22645.308442"
"Publicly owned utility","Los Angeles Department of Water and Power","2014","      36.018557","   11460.465851","    1074.813619","    2309.057020","     251.212721","    8178.563674","     144.810000","   23454.941442"
"Publicly owned utility","Los Angeles Department of Water and Power","2015","      41.127782","   11417.990885","    1014.088939","    2263.562399","     194.793691","    8274.631027","     130.001988","   23336.196711"
"Publicly owned utility","Los Angeles Department of Water and Power","2016","      29.105036","   11626.864224","     948.439960","    2317.648349","     213.699771","    8230.370616","     128.674058","   23494.802014"
"Publicly owned utility","Merced Irrigation District","2010","       9.007124","     163.642764","       6.791711","     190.801067","       6.088725","      48.072000","       1.540610","     425.944001"
"Publicly owned utility","Merced Irrigation District","2011","       7.857518","     168.213346","       5.914225","     205.126937","       2.480229","      50.985000","       1.509744","     442.086999"
"Publicly owned utility","Merced Irrigation District","2012","       5.909171","     178.171006","       6.031340","     199.391171","       1.920976","      54.865000","       1.547336","     447.836000"
"Publicly owned utility","Merced Irrigation District","2013","       3.011235","     190.291162","       6.695165","     199.804041","       1.833012","      55.108000","       1.313385","     458.056000"
"Publicly owned utility","Merced Irrigation District","2014","       3.514155","     209.503006","       7.017556","     227.375954","       1.708214","      63.709352","       1.230635","     514.058872"
"Publicly owned utility","Merced Irrigation District","2015","       3.513703","     190.694237","       4.787041","     207.070857","       1.588504","      55.764516","       1.139644","     464.558502"
"Publicly owned utility","Merced Irrigation District","2016","       4.534907","     185.431843","       5.271270","     205.982984","       1.593424","      55.761094","       1.137648","     459.713170"
"Publicly owned utility","Metropolitan Water District of Southern California","2010","    2190.121852","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2190.121852"
"Publicly owned utility","Metropolitan Water District of Southern California","2011","    1366.326118","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1366.326118"
"Publicly owned utility","Metropolitan Water District of Southern California","2012","    1435.908752","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1435.908752"
"Publicly owned utility","Metropolitan Water District of Southern California","2013","    1985.457989","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1985.457989"
"Publicly owned utility","Metropolitan Water District of Southern California","2014","    2349.375239","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2349.375239"
"Publicly owned utility","Metropolitan Water District of Southern California","2015","    2354.124298","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    2354.124298"
"Publicly owned utility","Metropolitan Water District of Southern California","2016","    1964.743774","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","    1964.743774"
"Publicly owned utility","Modesto Irrigation District","2010","     134.977942","     725.759327","      53.912362","     622.460784","      23.889585","     848.000000","      17.000000","    2426.000000"
"Publicly owned utility","Modesto Irrigation District","2011","     125.042631","     731.507774","      53.509819","     631.678091","      26.261685","     858.000000","      16.000000","    2442.000000"
"Publicly owned utility","Modesto Irrigation District","2012","     100.703618","     758.368466","      54.412529","     686.767341","      26.748046","     865.000000","      16.000000","    2508.000000"
"Publicly owned utility","Modesto Irrigation District","2013","     101.433699","     752.161426","      52.801410","     690.457057","      33.146408","     863.000000","      15.000000","    2508.000000"
"Publicly owned utility","Modesto Irrigation District","2014","     105.301563","     734.069740","      58.069706","     684.318728","      38.240263","     869.000000","      15.000000","    2504.000000"
"Publicly owned utility","Modesto Irrigation District","2015","     103.661654","     716.879843","      56.127186","     687.083236","      41.248081","     857.000000","      14.000000","    2476.000000"
"Publicly owned utility","Modesto Irrigation District","2016","      94.882354","     731.901947","      53.774461","     715.583019","      42.858220","     851.000000","      12.000000","    2502.000001"
"Publicly owned utility","Moreno Valley Utilities","2010","       0.055553","      57.461252","       0.251017","       2.552347","       0.620341","      33.397000","       1.126490","      95.464000"
"Publicly owned utility","Moreno Valley Utilities","2011","       0.055979","      61.868508","       0.271282","       9.712336","       0.693277","      32.452000","       1.218617","     106.271999"
"Publicly owned utility","Moreno Valley Utilities","2012","       0.075890","      65.012779","       0.291419","      16.445956","       1.003777","      37.713000","       1.123178","     121.665999"
"Publicly owned utility","Moreno Valley Utilities","2013","       0.077382","      66.154355","       0.334982","      15.968152","       2.260365","      36.548000","       1.274764","     122.618000"
"Publicly owned utility","Moreno Valley Utilities","2014","       0.068898","      74.777437","       0.350754","      16.945808","      18.674525","      37.619000","       1.392577","     149.828999"
"Publicly owned utility","Moreno Valley Utilities","2015","       0.179012","      88.225553","       0.696832","      17.900177","      33.768519","      34.819037","       1.456368","     177.045498"
"Publicly owned utility","Moreno Valley Utilities","2016","       0.319041","      87.080935","       1.271083","      23.199000","      34.474000","      35.108982","       0.544000","     181.997041"
"Publicly owned utility","Needles, City of","2010","       1.146524","      24.228173","       3.292552","       0.029713","       0.397038","      26.069000","       2.800000","      57.963000"
"Publicly owned utility","Needles, City of","2011","       0.439063","      28.199568","       3.756597","       0.021786","       0.307985","      22.351000","       2.800000","      57.875999"
"Publicly owned utility","Needles, City of","2012","       1.000311","      24.922233","       3.472646","       0.017011","       0.260087","      25.580000","       2.800000","      58.052288"
"Publicly owned utility","Needles, City of","2013","       0.885247","      23.707696","       9.967451","       0.021266","       0.224200","      25.580000","       2.800000","      63.185860"
"Publicly owned utility","Needles, City of","2014","       0.261274","      36.462125","       9.165939","       0.013528","       0.276141","      25.580000","       2.800000","      74.559007"
"Publicly owned utility","Needles, City of","2015","       0.260997","      24.664486","       4.089422","       0.012057","       0.233936","      25.580000","       2.800000","      57.640898"
"Publicly owned utility","Needles, City of","2016","       0.431326","      24.494908","       4.057719","       0.011662","       0.211531","       5.072967","       1.570625","      35.850738"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2010","       4.999407","     606.004842","      17.469895","     139.384609","      17.071537","     161.470000","       3.376710","     949.777000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2011","       4.320332","     579.589246","      18.496533","     167.225820","      16.080888","     160.464000","       3.295181","     949.472000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2012","       3.718678","     558.115012","      24.837783","     172.973300","      14.258576","     157.905000","       3.213652","     935.022001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2013","       4.174558","     594.457652","      34.249796","     146.413259","      12.972612","     157.835000","       3.132123","     953.235000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2014","       2.814728","     555.953356","      26.094468","     199.935731","      16.011123","     149.525000","       3.050594","     953.385000"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2015","       2.287262","     546.157038","      26.803491","     192.432339","      15.249235","     147.427000","       2.565636","     932.922001"
"Publicly owned utility","Palo Alto, City of, Utilities Department","2016","       2.203462","     552.785276","      26.396179","     182.634064","      11.134937","     139.652893","       0.000000","     914.806811"
"Publicly owned utility","Pasadena Water and Power","2010","      19.198054","     750.084768","      38.352412","      27.256615","       4.860151","     328.320000","      16.272000","    1184.344000"
"Publicly owned utility","Pasadena Water and Power","2011","      17.700020","     734.330116","      40.368987","      27.439853","       4.161024","     320.000000","      15.828000","    1159.828000"
"Publicly owned utility","Pasadena Water and Power","2012","      16.062910","     699.299988","      35.992457","      26.393879","       4.250766","     316.000000","      16.113000","    1114.113000"
"Publicly owned utility","Pasadena Water and Power","2013","      17.307230","     711.758354","      33.237075","      27.321899","       4.091443","     334.179000","      15.683000","    1143.578001"
"Publicly owned utility","Pasadena Water and Power","2014","      15.785078","     726.515177","      29.235682","      20.700471","       4.263593","     316.631000","      13.678000","    1126.809001"
"Publicly owned utility","Pasadena Water and Power","2015","      15.190782","     701.002552","      28.917753","      19.402544","       4.221369","     324.656000","      13.423000","    1106.814000"
"Publicly owned utility","Pasadena Water and Power","2016","      14.911039","     693.729377","      27.349890","      15.337521","       4.182173","     326.023000","      13.384000","    1094.917000"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2011","       0.000000","       0.000000","       0.000000","       0.000000","       0.000000","       1.580052","       0.187038","       1.767090"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2012","       0.000843","       9.787524","       1.194097","       3.823440","       0.533439","       1.594000","       0.218544","      17.151887"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2013","       0.000822","       9.409667","       1.265873","       4.797549","       0.311088","       1.648000","       0.219012","      17.652011"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2014","       0.000063","      10.427016","       1.115509","       6.498928","       0.310484","       1.712000","       0.273634","      20.337634"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2015","       0.000065","      10.860954","       1.358475","      10.261367","       0.450666","       1.847905","       0.343759","      25.123191"
"Publicly owned utility","Pittsburg, City of (dba Island Energy on Mare Island)","2016","       0.000069","      10.463347","       1.281308","       6.739430","       0.520736","       1.870547","       0.152782","      21.028219"
"Publicly owned utility","Port of Oakland","2010","       0.000000","       8.577570","      32.070038","       4.514773","       0.000000","       0.000000","       0.000000","      45.162381"
"Publicly owned utility","Port of Oakland","2011","       0.000000","       9.082931","      31.511980","       4.893422","       0.000000","       0.000000","       0.000000","      45.488333"
"Publicly owned utility","Port of Oakland","2012","       0.000000","       9.131103","      33.089577","       5.060264","       0.000000","       0.000000","       0.000000","      47.280944"
"Publicly owned utility","Port of Oakland","2013","       0.000000","       9.422094","      31.858990","       4.693805","       0.000000","       0.000000","       0.000000","      45.974889"
"Publicly owned utility","Port of Oakland","2014","       0.000000","       9.036068","      34.847135","       4.032109","       0.000000","       0.000000","       0.000000","      47.915312"
"Publicly owned utility","Port of Oakland","2015","       0.000000","       9.756203","      35.225813","       4.374111","       0.000000","       0.000000","       0.000000","      49.356127"
"Publicly owned utility","Port of Oakland","2016","       0.000000","       9.638645","      35.447607","       4.303408","       0.000000","       0.000000","       0.000000","      49.389660"
"Publicly owned utility","Port of Stockton","2010","       0.092200","       6.745369","       3.561056","       1.865513","       0.010128","       0.000000","       0.000000","      12.274266"
"Publicly owned utility","Port of Stockton","2011","       0.002800","       7.243874","       4.389498","       2.106518","       0.063967","       0.000000","       0.000000","      13.806657"
"Publicly owned utility","Port of Stockton","2012","       0.001000","      10.149433","       4.658170","       2.122322","       0.021117","       0.000000","       0.000000","      16.952042"
"Publicly owned utility","Port of Stockton","2013","       0.002130","      11.346442","       5.107919","       2.614961","       0.091182","       0.000000","       0.000000","      19.162634"
"Publicly owned utility","Port of Stockton","2014","       0.006809","      11.459400","       3.951425","       3.801148","       0.137032","       0.000000","       0.000000","      19.355814"
"Publicly owned utility","Port of Stockton","2015","       0.006972","      10.782917","       4.068473","       4.125657","       0.588673","       0.000000","       0.000000","      19.572692"
"Publicly owned utility","Port of Stockton","2016","       0.001425","       9.668995","       4.050416","       6.112224","       0.776709","       0.000000","       0.000000","      20.609769"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2010","      45.287510","     333.015642","     536.205420","      13.537258","       3.213211","      22.320026","      29.600958","     983.180025"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2011","      56.060275","     326.666447","     537.578208","      16.577075","       1.819377","      22.646987","      28.035618","     989.383987"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2012","      63.771527","     332.738701","     521.379723","      17.340633","       3.909549","      22.003052","      27.357868","     988.501053"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2013","      59.301454","     344.509846","     515.080158","      20.986453","       9.151275","      20.366988","      27.105814","     996.501988"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2014","      50.553513","     352.263380","     523.114066","      26.195273","      13.110306","      19.003410","      27.684816","    1011.924764"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2015","      48.633067","     367.391183","     532.808637","      35.749244","      14.809841","      19.391194","      28.066619","    1046.849785"
"Publicly owned utility","Power Enterprise of the San Francisco Public Utilities Commission","2016","      41.140063","     363.791018","     498.656744","      17.394335","      13.215846","      19.284230","      27.701932","     981.184168"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2010","       0.647915","      62.464157","       0.324620","       0.054606","       0.383709","       0.000000","       0.741821","      64.616828"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2011","       0.640847","      61.816262","       0.343689","       0.016473","       0.404646","       0.009815","       0.870383","      64.102115"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2012","       0.637460","      64.309403","       0.509463","       0.036910","       0.369703","       0.000000","       0.837322","      66.700261"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2013","       0.718312","      64.928982","       0.632588","       6.474284","       0.214198","       0.000000","       0.858077","      73.826441"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2014","       0.701032","      65.604030","       0.601619","       6.025847","       0.114526","       0.159488","       0.982469","      74.189011"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2015","       0.711123","      63.879817","       0.601329","       4.276754","       0.585286","       1.666491","       1.027000","      72.747800"
"Publicly owned utility","Rancho Cucamonga Municipal Utility","2016","       0.159105","      63.838797","       0.797476","       5.169086","       0.184643","       1.751275","       1.074628","      72.975010"
"Publicly owned utility","Redding Electric Utility","2010","      15.320795","     329.598177","      28.730333","      10.148219","       3.695246","     375.236356","       3.509033","     766.238159"
"Publicly owned utility","Redding Electric Utility","2011","      13.600079","     304.085440","      27.351615","       8.656773","       3.520925","     375.653000","       3.450167","     736.317999"
"Publicly owned utility","Redding Electric Utility","2012","      13.708890","     300.236480","      27.825115","       7.884537","       4.701306","     373.421000","       3.393671","     731.170999"
"Publicly owned utility","Redding Electric Utility","2013","      14.904755","     304.466688","      27.178389","       8.175288","       3.674112","     374.186000","       3.337768","     735.923000"
"Publicly owned utility","Redding Electric Utility","2014","      14.770175","     332.759800","      30.166940","       8.617131","       3.646074","     360.170000","       3.283880","     753.414000"
"Publicly owned utility","Redding Electric Utility","2015","      13.702080","     339.495286","      28.968774","       9.498173","       3.571687","     354.821000","       3.227640","     753.284640"
"Publicly owned utility","Redding Electric Utility","2016","      12.870875","     332.798921","      30.434521","       9.937084","       3.822599","     359.987000","       0.000000","     749.851000"
"Publicly owned utility","Riverside, City of","2010","      19.119134","    1017.044700","      57.107808","     201.027694","      12.541664","     667.000000","      22.159000","    1996.000000"
"Publicly owned utility","Riverside, City of","2011","      18.500403","    1028.542171","      60.433949","     225.937074","      11.980360","     680.200000","      21.706043","    2047.300000"
"Publicly owned utility","Riverside, City of","2012","      18.603843","    1072.874707","      59.548523","     262.720379","      13.949600","     722.400000","      21.402949","    2171.500001"
"Publicly owned utility","Riverside, City of","2013","      19.508473","    1047.383033","      51.207091","     284.390626","      13.039528","     703.000000","      21.471249","    2140.000000"
"Publicly owned utility","Riverside, City of","2014","      35.822938","    1073.892159","      42.672673","     277.829990","      12.586869","     719.000000","      23.195370","    2184.999999"
"Publicly owned utility","Riverside, City of","2015","      26.371974","    1073.532967","      43.750291","     292.388774","      12.955993","     730.000000","      21.417227","    2200.417226"
"Publicly owned utility","Riverside, City of","2016","      26.739619","    1081.483418","      45.052544","     295.393693","      13.330727","     721.000000","      20.878782","    2203.878783"
"Publicly owned utility","Roseville Electric","2010","       0.763613","     505.302963","      53.254755","     178.448418","      18.277685","     421.352000","       1.866566","    1179.266000"
"Publicly owned utility","Roseville Electric","2011","       0.679981","     502.978588","      52.788225","     165.809278","      17.797053","     431.527000","       1.808875","    1173.389000"
"Publicly owned utility","Roseville Electric","2012","       0.765248","     514.034107","      53.696730","     165.202900","      17.904660","     444.345000","       1.875354","    1197.823999"
"Publicly owned utility","Roseville Electric","2013","       0.786727","     507.351601","      55.749305","     159.820333","      17.381881","     436.257000","       1.879153","    1179.226000"
"Publicly owned utility","Roseville Electric","2014","       0.948691","     510.817745","      56.066180","     168.373404","      16.000444","     440.146000","       1.785535","    1194.137999"
"Publicly owned utility","Roseville Electric","2015","       0.768460","     515.897494","      52.566268","     162.723872","      18.906907","     432.499000","       1.672362","    1185.034363"
"Publicly owned utility","Roseville Electric","2016","       0.699993","     503.426284","      52.430449","     168.545358","      17.873917","     436.013000","       1.428295","    1180.417296"
